time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,windspeed_10m_mean
2017-12-19,49.6,29.8,39.3,0.012,15.0,8.8
2017-12-20,43.6,27.4,36.4,0.012,14.6,10.6
2017-12-21,32.5,21.6,26.9,0.0,11.9,8.3
2017-12-22,35.1,23.4,28.5,0.126,9.3,5.4
2017-12-23,46.8,28.5,34.4,0.48,12.0,6.1
2017-12-24,38.2,28.9,33.6,0.012,13.7,7.8
2017-12-25,38.8,23.0,31.7,0.583,22.0,14.5
2017-12-26,25.3,15.4,21.1,0.0,18.3,11.8
2017-12-27,19.8,9.9,14.5,0.0,12.0,10.2
2017-12-28,11.1,3.3,6.8,0.0,16.2,12.9
2017-12-29,13.2,-0.9,5.2,0.004,11.1,8.2
2017-12-30,21.6,3.2,11.1,0.004,9.3,5.8
2017-12-31,11.3,0.9,7.0,0.0,14.7,10.7
2018-01-01,9.9,-5.4,1.4,0.0,11.1,9.1
2018-01-02,16.5,-5.7,5.8,0.0,10.8,7.5
2018-01-03,29.7,5.6,16.5,0.0,10.8,6.7
2018-01-04,31.2,15.5,24.1,1.24,32.7,19.2
2018-01-05,22.0,3.7,11.4,0.004,21.9,19.0
2018-01-06,6.3,-0.4,3.3,0.0,18.6,15.7
2018-01-07,10.2,-7.3,1.4,0.0,12.1,8.3
2018-01-08,34.1,10.8,24.5,0.024,14.9,11.9
2018-01-09,38.4,26.1,31.5,0.0,13.9,9.9
2018-01-10,31.9,11.7,23.5,0.0,9.2,6.1
2018-01-11,49.5,28.9,41.1,0.0,12.5,10.6
2018-01-12,59.8,42.9,52.7,0.421,21.7,15.0
2018-01-13,59.4,18.4,42.2,0.858,23.2,17.4
2018-01-14,23.1,11.3,16.9,0.0,12.9,9.8
2018-01-15,20.0,13.5,17.4,0.0,13.5,11.5
2018-01-16,38.6,17.6,26.8,0.0,7.7,4.9
2018-01-17,35.4,30.0,32.4,0.224,6.3,4.7
2018-01-18,34.1,18.4,25.9,0.0,11.5,8.2
2018-01-19,36.9,21.1,27.2,0.0,9.3,6.9
2018-01-20,46.8,27.3,37.5,0.0,16.4,11.6
2018-01-21,47.1,29.7,37.3,0.0,8.4,4.9
2018-01-22,39.6,28.3,35.4,0.087,6.7,4.0
2018-01-23,54.7,35.1,43.2,1.075,20.0,8.4
2018-01-24,38.7,24.3,33.3,0.0,15.3,11.9
2018-01-25,27.1,18.1,22.1,0.0,14.8,11.5
2018-01-26,33.2,18.4,24.7,0.0,11.7,8.1
2018-01-27,51.3,25.4,39.1,0.0,17.7,12.7
2018-01-28,49.4,37.2,45.3,0.083,15.4,8.3
2018-01-29,37.9,29.2,33.8,0.024,14.9,10.6
2018-01-30,27.9,21.4,24.6,0.165,14.4,11.2
2018-01-31,26.8,12.6,20.7,0.0,12.3,7.5
2018-02-01,46.3,26.2,35.7,0.024,12.8,9.9
2018-02-02,36.1,10.8,26.9,0.378,17.6,12.5
2018-02-03,29.0,9.2,18.0,0.0,12.0,9.8
2018-02-04,41.9,22.8,35.0,0.224,13.9,10.8
2018-02-05,43.8,23.0,35.4,0.39,19.6,11.3
2018-02-06,37.2,19.4,26.2,0.024,10.9,6.1
2018-02-07,45.8,21.9,29.9,0.807,17.9,5.7
2018-02-08,33.4,20.0,26.2,0.02,13.7,9.3
2018-02-09,34.6,18.6,26.2,0.0,8.9,7.4
2018-02-10,54.1,29.6,42.5,0.067,13.1,9.7
2018-02-11,45.6,35.4,40.3,1.024,9.1,5.3
2018-02-12,54.7,27.6,41.3,0.0,12.5,9.7
2018-02-13,32.0,21.4,26.6,0.0,9.3,7.4
2018-02-14,50.7,25.7,37.4,0.028,13.7,9.1
2018-02-15,57.4,33.7,44.8,0.0,10.6,7.5
2018-02-16,53.9,35.1,47.9,0.102,15.5,9.7
2018-02-17,36.3,23.4,30.6,0.071,12.6,8.2
2018-02-18,39.8,21.7,33.1,0.508,14.7,7.7
2018-02-19,47.0,16.0,34.5,0.059,14.6,8.9
2018-02-20,66.0,47.2,54.8,0.024,14.1,11.5
2018-02-21,69.9,56.0,61.7,0.0,15.5,13.4
2018-02-22,52.4,34.0,39.6,0.193,13.3,7.8
2018-02-23,41.3,29.3,35.7,0.094,10.6,6.4
2018-02-24,54.7,37.9,45.7,0.0,14.1,9.0
2018-02-25,41.1,36.0,38.6,0.61,15.5,10.4
2018-02-26,50.4,34.8,42.1,0.0,12.2,8.2
2018-02-27,50.8,30.0,39.7,0.0,9.6,7.5
2018-02-28,57.6,37.4,45.8,0.0,12.2,9.7
2018-03-01,57.7,40.5,46.1,0.039,13.6,8.6
2018-03-02,43.8,35.6,39.0,1.807,30.9,23.6
2018-03-03,43.6,36.1,39.8,0.063,22.0,18.1
2018-03-04,41.8,34.1,37.8,0.016,14.4,11.0
2018-03-05,40.8,32.4,35.7,0.063,17.5,13.1
2018-03-06,37.1,30.5,33.8,0.0,11.0,7.5
2018-03-07,38.4,32.5,35.8,0.874,22.6,13.6
2018-03-08,38.0,31.2,34.2,0.807,23.2,13.3
2018-03-09,36.4,20.7,29.9,0.012,10.7,7.7
2018-03-10,38.1,27.0,32.2,0.0,15.5,11.9
2018-03-11,40.2,24.4,31.9,0.0,10.5,7.9
2018-03-12,39.3,14.7,30.4,0.004,16.3,8.9
2018-03-13,36.5,29.1,32.2,1.539,23.8,19.1
2018-03-14,39.0,27.0,32.6,0.087,19.0,12.7
2018-03-15,40.1,29.7,34.1,0.02,17.5,12.2
2018-03-16,33.3,23.2,28.9,0.0,17.8,12.1
2018-03-17,34.3,14.4,24.3,0.0,17.9,12.4
2018-03-18,27.8,6.3,16.3,0.0,13.2,8.8
2018-03-19,32.2,9.9,21.0,0.0,12.5,8.4
2018-03-20,37.1,9.4,25.2,0.0,8.3,5.5
2018-03-21,36.8,27.2,31.6,0.063,16.0,12.8
2018-03-22,38.8,32.0,34.6,0.374,17.2,11.0
2018-03-23,40.4,25.2,33.4,0.0,8.2,6.0
2018-03-24,45.4,29.9,36.2,0.102,9.4,6.7
2018-03-25,37.2,29.6,33.7,0.067,18.3,11.4
2018-03-26,38.6,25.4,31.9,0.0,14.2,9.2
2018-03-27,43.9,22.6,33.9,0.0,8.7,6.0
2018-03-28,54.2,31.8,41.6,0.0,6.0,3.5
2018-03-29,51.1,32.1,42.1,0.024,7.1,4.9
2018-03-30,63.7,44.3,52.5,0.142,13.5,10.7
2018-03-31,55.8,34.2,43.6,0.0,14.3,9.7
2018-04-01,57.6,35.8,45.9,0.008,18.8,14.5
2018-04-02,40.9,31.3,34.7,0.157,7.0,3.7
2018-04-03,47.1,26.7,36.6,0.386,9.6,7.0
2018-04-04,61.4,39.1,46.7,0.177,16.8,10.0
2018-04-05,42.5,26.9,34.8,0.0,21.4,16.9
2018-04-06,43.2,25.2,34.4,0.409,16.2,8.6
2018-04-07,47.1,33.3,40.1,0.098,12.9,8.4
2018-04-08,42.3,29.0,35.1,0.0,10.7,7.1
2018-04-09,45.0,25.8,34.9,0.0,11.6,8.0
2018-04-10,43.2,30.6,37.1,0.051,5.1,3.1
2018-04-11,46.1,24.7,36.1,0.004,14.0,6.1
2018-04-12,54.6,32.2,43.8,0.118,13.7,7.3
2018-04-13,67.0,47.8,56.8,0.142,17.7,9.0
2018-04-14,51.7,39.1,45.6,0.0,14.7,10.0
2018-04-15,38.5,33.3,34.6,0.287,18.8,16.9
2018-04-16,53.5,34.8,43.1,1.89,27.8,17.8
2018-04-17,49.8,38.6,44.6,0.0,15.9,11.6
2018-04-18,52.4,32.3,42.6,0.0,17.2,11.7
2018-04-19,43.4,34.3,38.6,0.283,10.1,5.1
2018-04-20,49.7,32.0,41.3,0.0,16.8,12.9
2018-04-21,57.9,33.6,45.2,0.0,13.1,9.7
2018-04-22,58.8,33.5,46.4,0.0,9.9,6.4
2018-04-23,57.6,32.4,46.9,0.0,10.4,6.3
2018-04-24,66.1,36.6,51.2,0.0,14.2,9.1
2018-04-25,54.3,48.7,51.8,0.862,11.5,6.9
2018-04-26,66.3,49.5,57.0,0.374,15.4,9.0
2018-04-27,59.1,43.1,49.5,0.413,11.0,5.8
2018-04-28,68.8,45.8,56.9,0.0,11.3,5.5
2018-04-29,58.4,42.7,51.2,0.106,11.6,6.8
2018-04-30,49.3,37.3,44.0,0.075,8.3,5.3
2018-05-01,63.3,39.5,51.5,0.0,10.7,6.3
2018-05-02,84.8,53.3,69.3,0.0,14.6,11.0
2018-05-03,85.5,62.7,73.1,0.047,12.5,8.3
2018-05-04,78.5,65.4,71.2,0.142,18.5,8.5
2018-05-05,72.9,54.9,64.3,0.0,21.7,11.5
2018-05-06,65.2,51.7,58.6,0.201,10.0,6.3
2018-05-07,62.2,49.0,54.4,0.02,12.4,6.9
2018-05-08,63.2,45.4,55.6,0.0,11.2,5.5
2018-05-09,63.9,47.9,54.2,0.0,11.7,6.8
2018-05-10,71.1,48.8,57.5,0.0,15.0,7.1
2018-05-11,65.5,53.0,60.1,0.0,14.7,7.9
2018-05-12,52.9,46.4,49.6,0.094,9.6,5.9
2018-05-13,56.7,42.8,49.6,0.0,10.3,5.8
2018-05-14,73.2,45.6,58.2,0.0,10.1,6.7
2018-05-15,84.7,56.0,67.0,0.61,14.9,10.3
2018-05-16,58.3,51.1,53.6,0.024,12.1,7.4
2018-05-17,71.6,52.1,61.7,0.0,6.6,3.6
2018-05-18,61.0,46.7,53.7,0.0,14.8,10.7
2018-05-19,54.0,45.5,50.4,0.268,11.2,7.1
2018-05-20,77.4,54.4,67.3,0.657,17.2,10.7
2018-05-21,74.8,50.8,63.2,0.0,9.4,6.1
2018-05-22,66.3,51.7,59.2,0.118,9.3,4.7
2018-05-23,80.8,52.4,65.2,0.02,10.2,7.4
2018-05-24,67.3,50.7,59.8,0.0,12.3,6.7
2018-05-25,84.5,54.7,70.7,0.0,16.1,11.9
2018-05-26,87.4,62.7,74.7,0.02,14.4,9.6
2018-05-27,61.4,50.2,54.5,0.146,17.2,13.1
2018-05-28,62.4,50.2,55.1,0.016,8.9,6.1
2018-05-29,82.8,57.9,69.5,0.008,9.1,6.7
2018-05-30,64.9,57.2,62.3,0.0,10.2,7.1
2018-05-31,80.7,54.9,67.5,0.0,14.2,8.3
2018-06-01,77.4,63.0,70.5,0.083,8.8,6.0
2018-06-02,79.1,60.1,70.2,0.055,9.6,6.6
2018-06-03,58.3,49.6,55.6,0.0,14.2,10.1
2018-06-04,54.0,50.1,52.5,0.575,12.7,9.8
2018-06-05,66.6,46.6,55.6,0.315,8.1,4.4
2018-06-06,63.0,51.4,57.2,0.075,9.6,5.5
2018-06-07,69.4,52.6,60.5,0.035,13.8,9.1
2018-06-08,76.0,53.4,66.2,0.008,8.3,6.2
2018-06-09,78.6,57.6,68.4,0.0,10.4,5.5
2018-06-10,70.8,55.4,64.1,0.0,10.0,6.1
2018-06-11,64.2,55.2,59.6,0.0,12.6,7.0
2018-06-12,80.0,51.7,65.3,0.0,17.9,12.6
2018-06-13,76.8,58.7,68.6,0.0,19.0,12.5
2018-06-14,79.1,63.4,71.4,0.004,17.0,12.4
2018-06-15,64.3,56.0,59.8,0.02,7.8,5.9
2018-06-16,84.5,55.3,70.5,0.0,8.4,6.4
2018-06-17,83.4,59.4,71.7,0.0,11.9,6.7
2018-06-18,95.6,66.6,79.1,0.134,16.6,12.8
2018-06-19,82.9,66.6,75.9,0.012,14.7,11.3
2018-06-20,82.2,57.5,70.9,0.0,8.3,5.0
2018-06-21,80.1,61.2,69.0,0.008,12.4,6.1
2018-06-22,71.4,56.5,65.3,0.0,11.9,7.9
2018-06-23,67.1,57.8,61.3,0.146,12.6,7.2
2018-06-24,77.0,55.0,67.0,0.382,11.2,4.9
2018-06-25,69.6,59.4,65.1,0.181,14.3,8.6
2018-06-26,77.3,53.9,66.0,0.0,11.3,5.3
2018-06-27,80.1,61.2,69.2,0.024,14.2,10.2
2018-06-28,73.0,64.3,69.2,0.787,16.0,10.2
2018-06-29,86.4,65.9,76.0,0.012,8.0,5.2
2018-06-30,86.9,67.2,78.2,0.0,10.5,6.0
2018-07-01,91.3,71.3,78.8,0.0,11.9,6.9
2018-07-02,90.0,69.0,75.8,0.0,12.6,7.5
2018-07-03,94.8,70.2,81.4,0.059,11.0,6.9
2018-07-04,88.6,71.4,80.5,0.0,8.4,5.7
2018-07-05,96.6,73.9,84.2,0.004,15.8,9.3
2018-07-06,83.0,66.0,77.5,0.244,18.7,13.0
2018-07-07,79.2,58.3,68.3,0.0,11.5,5.9
2018-07-08,80.8,58.2,70.5,0.0,11.0,6.3
2018-07-09,93.0,61.7,76.8,0.0,11.6,8.1
2018-07-10,94.6,66.7,80.6,0.02,11.3,7.0
2018-07-11,76.3,65.6,70.8,0.776,12.1,8.0
2018-07-12,77.4,61.1,69.5,0.0,12.4,7.2
2018-07-13,81.9,61.8,71.9,0.0,11.5,6.6
2018-07-14,78.8,61.6,70.6,0.047,15.2,6.9
2018-07-15,81.9,66.0,73.2,0.067,9.0,4.8
2018-07-16,80.8,67.9,75.3,0.024,9.9,5.2
2018-07-17,91.1,71.7,77.9,0.551,15.1,9.5
2018-07-18,82.2,65.6,73.4,0.488,11.0,7.5
2018-07-19,77.7,58.7,69.0,0.0,9.5,5.7
2018-07-20,80.1,60.6,70.9,0.0,12.2,6.8
2018-07-21,73.0,58.6,67.0,0.0,13.9,7.7
2018-07-22,74.1,64.7,70.5,0.815,13.7,10.0
2018-07-23,84.0,71.3,76.1,0.209,12.8,9.2
2018-07-24,84.5,71.4,76.8,0.039,13.4,9.0
2018-07-25,80.9,71.9,75.0,0.276,15.9,10.8
2018-07-26,79.2,71.5,74.3,0.465,11.0,8.1
2018-07-27,86.8,69.3,77.4,0.024,11.3,7.2
2018-07-28,82.5,72.3,76.4,0.122,11.6,6.8
2018-07-29,82.5,67.5,74.5,0.0,9.3,6.7
2018-07-30,81.3,64.5,73.0,0.0,9.2,4.5
2018-07-31,82.9,65.5,74.2,0.0,6.9,4.1
2018-08-01,80.7,65.9,74.4,0.134,11.3,6.9
2018-08-02,90.7,73.8,80.7,0.02,13.1,10.7
2018-08-03,87.7,74.9,79.0,0.094,11.2,7.5
2018-08-04,78.2,72.0,74.3,0.665,12.8,7.8
2018-08-05,88.0,68.3,78.1,0.0,6.0,4.1
2018-08-06,94.2,69.9,82.2,0.0,8.3,5.1
2018-08-07,93.3,74.0,83.2,0.008,11.2,8.2
2018-08-08,86.3,73.0,78.8,0.276,9.3,5.1
2018-08-09,87.4,73.5,79.2,0.11,9.4,6.6
2018-08-10,84.6,69.2,76.8,0.043,8.2,4.8
2018-08-11,72.2,68.5,70.2,1.193,8.1,6.5
2018-08-12,75.8,68.4,71.6,0.437,10.1,7.5
2018-08-13,73.2,69.4,70.9,0.193,12.3,9.3
2018-08-14,79.2,69.9,74.1,0.181,9.3,5.7
2018-08-15,83.9,69.0,75.4,0.063,7.2,5.4
2018-08-16,87.4,71.1,78.8,0.004,10.3,6.8
2018-08-17,79.1,68.4,74.9,0.067,11.3,6.1
2018-08-18,82.7,67.5,75.3,0.413,14.4,8.3
2018-08-19,71.8,65.1,68.3,0.012,15.8,11.9
2018-08-20,72.5,64.0,68.1,0.067,12.4,9.2
2018-08-21,70.0,62.0,65.9,0.02,10.1,6.5
2018-08-22,80.5,63.8,71.5,0.256,13.3,7.5
2018-08-23,76.3,62.1,68.0,0.0,10.9,8.0
2018-08-24,82.7,58.2,70.1,0.0,7.8,5.4
2018-08-25,81.4,61.6,70.9,0.0,9.6,6.6
2018-08-26,85.3,58.6,71.3,0.0,12.5,7.6
2018-08-27,88.8,68.9,78.0,0.0,8.6,6.6
2018-08-28,94.5,71.2,83.0,0.0,13.1,9.1
2018-08-29,95.6,75.8,85.7,0.0,12.5,8.7
2018-08-30,86.1,69.2,78.6,0.051,11.0,8.1
2018-08-31,70.8,63.3,67.5,0.016,12.5,9.0
2018-09-01,73.1,59.4,66.6,0.0,10.5,5.7
2018-09-02,85.1,61.6,72.5,0.0,11.6,6.0
2018-09-03,94.2,69.3,81.1,0.0,11.3,8.7
2018-09-04,86.0,73.4,78.6,0.008,11.7,7.2
2018-09-05,90.9,69.4,78.3,0.0,12.8,7.1
2018-09-06,96.6,72.9,80.7,0.161,11.2,8.1
2018-09-07,73.3,64.8,68.7,0.071,11.7,6.5
2018-09-08,69.3,58.5,64.8,0.035,10.5,6.5
2018-09-09,62.9,56.9,59.6,0.0,12.5,9.6
2018-09-10,65.3,59.4,62.6,0.72,16.7,12.5
2018-09-11,77.3,63.0,68.7,0.921,12.8,5.6
2018-09-12,69.2,64.8,67.5,0.736,8.8,5.9
2018-09-13,69.0,64.8,66.4,0.35,7.0,4.9
2018-09-14,72.0,62.8,66.3,0.0,8.7,3.9
2018-09-15,73.8,61.2,66.3,0.0,7.9,3.6
2018-09-16,81.1,59.8,70.6,0.0,7.0,4.4
2018-09-17,81.6,64.8,72.1,0.0,11.5,8.3
2018-09-18,75.6,66.9,70.5,1.925,14.8,6.7
2018-09-19,68.0,60.6,64.0,0.028,13.2,8.9
2018-09-20,64.0,59.5,61.5,0.0,9.3,7.3
2018-09-21,72.3,57.8,63.6,0.0,15.8,8.8
2018-09-22,69.8,55.9,66.0,0.043,17.9,10.9
2018-09-23,66.1,48.6,56.7,0.0,4.9,3.8
2018-09-24,57.2,52.1,55.1,0.0,16.4,10.8
2018-09-25,68.3,53.8,60.1,1.346,14.7,9.4
2018-09-26,78.4,67.5,72.1,0.768,18.0,12.5
2018-09-27,71.8,58.7,63.6,0.091,13.0,8.3
2018-09-28,60.0,53.5,57.9,0.516,11.5,6.9
2018-09-29,72.3,51.3,60.1,0.0,7.9,5.5
2018-09-30,67.4,49.7,57.6,0.0,8.6,5.4
2018-10-01,65.7,53.2,58.1,0.079,9.5,6.4
2018-10-02,66.3,56.1,59.8,0.331,11.7,6.4
2018-10-03,67.8,55.2,59.6,0.291,7.7,4.4
2018-10-04,72.9,58.0,64.5,0.024,14.3,8.5
2018-10-05,65.9,50.8,57.1,0.0,12.2,8.0
2018-10-06,62.9,48.0,56.0,0.0,8.7,4.5
2018-10-07,76.8,59.1,64.8,0.098,10.4,8.6
2018-10-08,58.8,55.0,56.8,0.0,10.9,7.9
2018-10-09,78.2,56.6,67.9,0.0,15.2,10.2
2018-10-10,82.3,67.2,73.1,0.0,12.4,10.4
2018-10-11,74.6,59.0,69.0,0.417,16.0,8.0
2018-10-12,62.1,50.3,57.4,0.319,15.8,8.5
2018-10-13,50.7,45.4,48.3,0.165,11.4,6.5
2018-10-14,58.4,41.7,48.8,0.0,9.1,6.9
2018-10-15,65.0,42.4,54.2,0.035,17.1,9.3
2018-10-16,64.1,44.6,50.8,0.205,20.3,12.1
2018-10-17,59.8,41.8,49.0,0.016,15.3,10.2
2018-10-18,44.8,36.2,40.4,0.0,15.7,12.2
2018-10-19,58.7,34.8,46.2,0.0,12.8,9.6
2018-10-20,62.6,48.4,56.0,0.02,17.9,11.4
2018-10-21,46.9,34.5,43.2,0.087,19.1,11.7
2018-10-22,50.4,31.6,40.0,0.0,12.2,6.8
2018-10-23,54.5,39.2,46.3,0.252,9.2,5.1
2018-10-24,47.0,39.9,43.5,0.126,14.2,10.3
2018-10-25,47.0,35.8,40.6,0.0,16.7,11.2
2018-10-26,46.3,29.7,37.6,0.0,9.9,5.2
2018-10-27,50.4,37.0,46.5,1.425,29.2,18.0
2018-10-28,53.7,39.2,48.1,0.043,12.1,7.4
2018-10-29,55.7,42.3,47.9,0.346,15.2,7.9
2018-10-30,47.3,36.0,42.4,0.0,13.1,8.9
2018-10-31,54.6,31.1,43.5,0.0,10.6,6.3
2018-11-01,61.7,51.3,54.8,0.031,10.5,5.5
2018-11-02,67.3,51.5,62.5,0.244,19.2,12.0
2018-11-03,65.6,45.3,55.7,0.551,22.6,14.9
2018-11-04,51.6,40.1,44.8,0.0,13.5,7.7
2018-11-05,50.8,40.5,47.5,0.138,12.8,8.1
2018-11-06,63.0,48.9,54.5,0.744,16.4,9.4
2018-11-07,60.9,48.6,54.3,0.0,14.0,11.0
2018-11-08,53.1,39.3,46.1,0.0,11.8,8.1
2018-11-09,48.5,35.2,42.9,0.394,19.3,9.3
2018-11-10,49.3,35.5,44.2,1.035,20.4,13.7
2018-11-11,42.7,32.1,36.5,0.0,13.1,10.7
2018-11-12,47.5,28.3,37.1,0.0,9.0,5.1
2018-11-13,52.3,39.8,45.3,1.165,14.4,9.5
2018-11-14,40.5,24.2,32.1,0.0,20.2,13.0
2018-11-15,34.7,21.6,27.3,0.291,13.0,4.9
2018-11-16,42.5,32.5,36.9,1.079,23.6,15.3
2018-11-17,46.4,33.2,38.4,0.0,13.0,10.2
2018-11-18,40.3,28.2,35.1,0.0,9.4,4.5
2018-11-19,42.0,34.9,38.6,0.268,4.9,2.9
2018-11-20,38.4,31.7,36.0,0.496,11.0,7.8
2018-11-21,43.2,25.2,33.4,0.004,20.7,12.1
2018-11-22,21.6,9.9,14.9,0.0,18.6,15.0
2018-11-23,31.2,12.2,20.5,0.0,10.7,8.8
2018-11-24,45.9,25.5,34.4,0.0,11.6,8.4
2018-11-25,46.7,38.7,43.1,0.594,17.1,7.8
2018-11-26,46.3,39.1,43.1,0.425,20.2,8.9
2018-11-27,46.4,36.0,41.6,0.748,24.4,14.5
2018-11-28,42.0,31.9,36.9,0.0,16.6,12.2
2018-11-29,42.9,34.2,37.7,0.0,20.4,13.8
2018-11-30,42.3,27.8,34.8,0.016,7.2,5.2
2018-12-01,41.4,27.9,34.2,0.0,8.5,4.9
2018-12-02,56.9,35.4,44.5,0.831,11.7,6.9
2018-12-03,55.3,42.9,47.7,0.02,15.7,9.0
2018-12-04,40.4,24.8,32.3,0.0,15.0,10.5
2018-12-05,33.4,21.7,27.0,0.0,6.3,4.0
2018-12-06,39.6,25.0,30.6,0.0,13.2,7.4
2018-12-07,36.5,24.2,31.4,0.0,12.5,10.2
2018-12-08,29.4,18.3,22.8,0.0,10.0,7.2
2018-12-09,36.1,19.8,26.6,0.0,10.0,7.3
2018-12-10,36.9,23.8,28.7,0.0,10.2,7.0
2018-12-11,36.6,19.1,26.1,0.0,6.6,4.6
2018-12-12,34.7,22.2,27.1,0.0,13.6,8.9
2018-12-13,33.7,19.6,26.3,0.0,6.9,4.8
2018-12-14,45.0,25.9,34.6,0.0,9.1,5.1
2018-12-15,52.0,38.0,44.7,0.02,11.7,7.7
2018-12-16,42.5,36.9,39.7,0.374,16.6,12.8
2018-12-17,42.3,34.0,37.6,0.173,16.8,12.7
2018-12-18,36.0,22.1,26.8,0.0,21.8,16.3
2018-12-19,40.2,21.5,28.4,0.0,11.8,6.3
2018-12-20,48.7,27.7,35.3,0.0,8.5,5.9
2018-12-21,62.1,39.6,53.9,1.303,22.6,13.6
2018-12-22,56.7,35.3,46.5,0.083,16.7,13.8
2018-12-23,38.4,28.2,32.6,0.0,14.3,8.8
2018-12-24,39.7,27.5,32.5,0.0,9.6,5.1
2018-12-25,35.8,24.2,29.9,0.0,10.9,7.6
2018-12-26,37.4,22.3,27.9,0.0,10.2,7.3
2018-12-27,33.8,27.2,30.2,0.004,10.8,6.6
2018-12-28,54.2,27.8,42.6,0.382,16.7,10.9
2018-12-29,53.0,35.2,46.3,0.0,16.9,11.9
2018-12-30,33.4,21.7,27.5,0.008,12.0,5.1
2018-12-31,43.6,26.8,34.0,0.15,11.1,7.0
2019-01-01,55.2,34.3,44.7,0.504,23.7,14.7
2019-01-02,33.3,22.2,28.1,0.0,10.5,6.8
2019-01-03,44.9,27.7,35.2,0.031,12.5,7.4
2019-01-04,45.9,28.1,35.4,0.0,13.0,8.5
2019-01-05,38.4,34.1,36.5,0.354,11.5,7.4
2019-01-06,43.2,25.2,34.4,0.004,16.5,11.6
2019-01-07,27.9,16.4,22.5,0.0,16.6,9.8
2019-01-08,42.3,27.7,34.0,0.118,10.1,5.8
2019-01-09,43.2,31.1,36.7,0.205,21.3,11.5
2019-01-10,33.6,23.8,30.2,0.004,17.9,13.0
2019-01-11,26.2,14.4,21.0,0.0,17.5,15.1
2019-01-12,27.9,12.6,19.1,0.0,14.0,11.0
2019-01-13,26.9,14.7,20.7,0.0,7.9,6.6
2019-01-14,31.1,21.0,24.5,0.0,10.7,7.6
2019-01-15,36.0,21.3,26.3,0.0,9.1,6.4
2019-01-16,39.0,22.1,29.8,0.0,13.9,9.2
2019-01-17,29.3,14.5,22.7,0.0,12.9,7.8
2019-01-18,40.6,24.4,31.1,0.008,6.7,4.8
2019-01-19,31.5,25.1,28.8,0.063,14.6,7.8
2019-01-20,35.0,8.9,28.0,1.862,20.7,14.5
2019-01-21,5.0,-1.2,1.7,0.0,18.1,16.0
2019-01-22,22.4,1.7,10.0,0.0,15.1,10.1
2019-01-23,46.1,8.9,29.4,0.0,17.3,10.8
2019-01-24,54.9,37.6,50.5,1.016,26.4,19.0
2019-01-25,38.6,25.6,32.0,0.0,15.7,10.7
2019-01-26,33.8,20.7,25.9,0.0,10.0,5.9
2019-01-27,44.2,23.2,33.6,0.0,20.0,9.9
2019-01-28,38.8,21.5,27.9,0.0,11.6,8.0
2019-01-29,33.7,21.5,29.0,0.02,11.0,8.1
2019-01-30,35.6,9.8,28.8,0.13,20.0,12.0
2019-01-31,15.5,1.5,8.6,0.0,17.5,13.3
2019-02-01,21.7,6.3,13.6,0.0,13.1,11.0
2019-02-02,33.7,10.1,21.4,0.0,14.1,9.4
2019-02-03,40.2,24.1,32.0,0.0,10.3,4.5
2019-02-04,59.0,32.9,42.4,0.0,10.8,8.8
2019-02-05,62.5,36.7,46.8,0.02,13.5,9.5
2019-02-06,37.6,25.7,32.4,0.177,9.7,7.8
2019-02-07,39.9,33.4,36.8,0.315,11.1,6.7
2019-02-08,53.6,28.9,39.4,0.22,17.9,10.4
2019-02-09,31.3,22.5,26.2,0.0,20.9,15.7
2019-02-10,34.1,21.4,26.6,0.0,11.7,9.1
2019-02-11,34.4,24.3,27.9,0.0,8.6,6.2
2019-02-12,34.0,18.3,25.3,0.587,17.6,10.5
2019-02-13,41.7,30.8,36.2,0.937,17.0,10.7
2019-02-14,35.6,24.5,28.9,0.0,18.3,10.3
2019-02-15,52.7,26.7,40.8,0.004,18.0,10.4
2019-02-16,45.6,28.2,35.4,0.004,12.2,8.9
2019-02-17,36.0,20.1,26.9,0.0,9.6,6.3
2019-02-18,30.8,23.7,28.3,0.472,14.6,6.8
2019-02-19,31.5,16.2,22.3,0.0,14.7,10.4
2019-02-20,31.2,17.6,24.3,0.039,7.1,5.5
2019-02-21,45.2,25.1,34.2,0.5,11.9,7.5
2019-02-22,43.2,29.1,34.8,0.0,10.6,7.4
2019-02-23,40.5,22.3,30.7,0.0,6.8,4.4
2019-02-24,46.8,30.0,38.6,0.547,18.0,10.8
2019-02-25,40.8,27.6,34.0,0.012,29.6,21.2
2019-02-26,26.1,17.3,22.7,0.0,20.5,16.6
2019-02-27,24.3,10.2,17.9,0.024,15.4,7.8
2019-02-28,28.5,17.1,22.3,0.205,8.2,5.7
2019-03-01,37.9,17.6,26.2,0.0,9.6,4.7
2019-03-02,32.2,26.0,30.1,0.323,12.0,7.4
2019-03-03,38.6,19.9,30.5,0.031,9.3,5.2
2019-03-04,39.0,23.3,32.5,0.965,15.3,9.4
2019-03-05,26.9,8.7,17.0,0.0,12.8,7.4
2019-03-06,22.4,9.4,15.9,0.0,16.5,10.0
2019-03-07,24.5,4.0,14.5,0.0,13.7,8.7
2019-03-08,34.6,5.8,19.8,0.0,9.2,7.0
2019-03-09,39.0,12.8,26.6,0.0,9.2,5.5
2019-03-10,39.8,20.8,32.8,0.366,14.2,9.2
2019-03-11,44.3,33.3,38.2,0.0,14.8,10.8
2019-03-12,42.2,25.4,34.0,0.0,15.2,10.6
